20020130	 583.200000	      0.000	       0.00	     0.0000	   -0.01403	   -0.00000	    0.00000
20020131	 591.500000	      0.000	       0.00	     0.0000	    0.01423	    0.00000	       -nan
20020201	 589.700000	      0.000	       0.00	     0.0000	   -0.00304	   -0.00000	       -nan
20020204	 581.500000	      0.000	       0.00	     0.0000	   -0.01391	   -0.00000	       -nan
20020205	 579.400000	      0.000	       0.00	     0.0000	   -0.00361	   -0.00000	       -nan
20020206	 575.000000	      0.000	       0.00	     0.0000	   -0.00759	   -0.00000	       -nan
20020207	 573.600000	      0.000	       0.00	     0.0000	   -0.00243	   -0.00000	       -nan
20020208	 577.600000	      0.000	       0.00	     0.0000	    0.00697	    0.00000	       -nan
20020211	 586.500000	      0.000	       0.00	     0.0000	    0.01541	    0.00000	       -nan
20020212	 587.900000	      0.000	       0.00	     0.0000	    0.00239	    0.00000	       -nan
20020213	 590.200000	      0.000	       0.00	     0.0000	    0.00391	    0.00000	       -nan
20020214	 592.000000	      0.000	       0.00	     0.0000	    0.00305	    0.00000	       -nan
20020215	 584.700000	      0.000	       0.00	     0.0000	   -0.01233	   -0.00000	       -nan
20020219	 577.500000	      0.000	       0.00	     0.0000	   -0.01231	   -0.00000	       -nan
20020220	 578.000000	      0.000	       0.00	     0.0000	    0.00087	    0.00000	       -nan
20020221	 583.100000	      0.000	       0.00	     0.0000	    0.00882	    0.00000	       -nan
20020222	 582.000000	      0.000	       0.00	     0.0000	   -0.00189	   -0.00000	       -nan
20020225	 586.500000	      0.000	       0.00	     0.0000	    0.00773	    0.00000	       -nan
20020226	 590.200000	      0.000	       0.00	     0.0000	    0.00631	    0.00000	       -nan
20020227	 594.000000	      0.000	       0.00	     0.0000	    0.00644	    0.00000	       -nan
20020228	 593.300000	      0.000	       0.00	     0.0000	   -0.00118	   -0.00000	       -nan
20020301	 601.300000	      0.000	       0.00	     0.0000	    0.01348	    0.00000	       -nan
20020304	 611.200000	      0.000	       0.00	     0.0000	    0.01646	    0.00000	       -nan
20020305	 614.700000	      0.000	       0.00	     0.0000	    0.00573	    0.00000	       -nan
20020306	 615.700000	      0.000	       0.00	     0.0000	    0.00163	    0.00000	       -nan
20020307	 618.700000	      0.000	       0.00	     0.0000	    0.00487	    0.00000	       -nan
20020308	 622.100000	      0.000	       0.00	     0.0000	    0.00550	    0.00000	       -nan
20020311	 622.100000	      0.000	       0.00	     0.0000	    0.00000	    0.00000	       -nan
20020312	 622.000000	      0.000	       0.00	     0.0000	   -0.00016	   -0.00000	       -nan
20020313	 621.000000	      0.000	       0.00	     0.0000	   -0.00161	   -0.00000	       -nan
20020314	 618.200000	      0.000	       0.00	     0.0000	   -0.00451	   -0.00000	       -nan
20020315	 623.800000	      0.000	       0.00	     0.0000	    0.00906	    0.00000	       -nan
20020318	 624.200000	      0.000	       0.00	     0.0000	    0.00064	    0.00000	       -nan
20020319	 628.900000	      0.000	       0.00	     0.0000	    0.00753	    0.00000	       -nan
20020320	 625.700000	      1.451	       1.00	     0.0000	   -0.00509	   -0.00509	   -2.72554
20020321	 621.300000	      1.144	       0.00	     0.0000	   -0.00703	   -0.00000	   -2.68742
20020322	 622.700000	      1.147	       0.00	     0.0000	    0.00225	    0.00000	   -2.65085
20020325	 616.400000	      0.769	       0.00	     0.0000	   -0.01012	   -0.00000	   -2.61574
20020326	 618.400000	      0.824	       0.00	     0.0000	    0.00324	    0.00000	   -2.58199
20020327	 623.700000	      1.049	       0.00	     0.0000	    0.00857	    0.00000	   -2.54951
20020328	 627.700000	      1.207	       0.00	     0.0000	    0.00641	    0.00000	   -2.51823
20020401	 625.200000	      1.014	       0.00	     0.0000	   -0.00398	   -0.00000	   -2.48807
20020402	 625.200000	      0.957	       0.00	     0.0000	    0.00000	    0.00000	   -2.45897
20020403	 615.800000	      0.378	       0.00	     0.0000	   -0.01504	   -0.00000	   -2.43086
20020404	 615.300000	      0.311	       0.00	     0.0000	   -0.00081	   -0.00000	   -2.40370
20020405	 615.900000	      0.311	       0.00	     0.0000	    0.00098	    0.00000	   -2.37743
20020408	 622.700000	      0.677	       0.00	     0.0000	    0.01104	    0.00000	   -2.35200
20020409	 622.800000	      0.645	       0.00	     0.0000	    0.00016	    0.00000	   -2.32737
20020410	 628.000000	      0.972	       0.00	     0.0000	    0.00835	    0.00000	   -2.30350
20020411	 627.300000	      0.894	       0.00	     0.0000	   -0.00111	   -0.00000	   -2.28035
20020412	 629.000000	      1.027	       0.00	     0.0000	    0.00271	    0.00000	   -2.25788
20020415	 629.400000	      1.066	       0.00	     0.0000	    0.00064	    0.00000	   -2.23607
20020416	 634.900000	      1.635	       1.00	     0.0000	    0.00874	    0.00874	    0.79293
20020417	 636.300000	      1.809	       1.00	     0.0000	    0.00221	    0.00221	    1.23353
20020418	 634.200000	      1.674	       1.00	     0.0000	   -0.00330	   -0.00330	    0.50696
20020419	 635.500000	      1.904	       1.00	     0.0000	    0.00205	    0.00205	    0.89087
20020422	 628.400000	      0.744	       0.00	     0.0000	   -0.01117	   -0.00000	    0.88314
20020423	 628.700000	      0.747	       0.00	     0.0000	    0.00048	    0.00000	    0.87561
20020424	 626.100000	      0.259	       0.00	     0.0000	   -0.00414	   -0.00000	    0.86826
20020425	 622.900000	     -0.334	       0.00	     0.0000	   -0.00511	   -0.00000	    0.86110
20020426	 616.700000	     -1.381	      -1.00	     0.0000	   -0.00995	    0.00995	    2.01980
20020429	 615.200000	     -1.551	      -1.00	     0.0000	   -0.00243	    0.00243	    2.31347
20020430	 622.800000	     -0.274	       0.00	     0.0000	    0.01235	    0.00000	    2.29496
20020501	 627.700000	      0.521	       0.00	     0.0000	    0.00787	    0.00000	    2.27688
20020502	 625.900000	      0.182	       0.00	     0.0000	   -0.00287	   -0.00000	    2.25922
20020503	 620.700000	     -0.693	       0.00	     0.0000	   -0.00831	   -0.00000	    2.24196
20020506	 611.700000	     -2.025	      -1.00	     0.0000	   -0.01450	    0.01450	    2.99486
20020507	 612.100000	     -1.800	      -1.00	     0.0000	    0.00065	   -0.00065	    2.90708
20020508	 620.700000	     -0.464	       0.00	     0.0000	    0.01405	    0.00000	    2.88556
20020509	 616.200000	     -1.107	       0.00	     0.0000	   -0.00725	   -0.00000	    2.86451
20020510	 612.400000	     -1.567	      -1.00	     0.0000	   -0.00617	    0.00617	    3.29036
20020513	 614.400000	     -1.258	      -1.00	     0.0000	    0.00327	   -0.00327	    2.93426
20020514	 630.700000	      1.004	       0.00	     0.0000	    0.02653	    0.00000	    2.91370
20020515	 632.600000	      1.207	       0.00	     0.0000	    0.00301	    0.00000	    2.89357
